,location,total_sqft,bath,bhk,price
6004,Sarjapur  Road,1120.0,2,2,50.0
6005,Hosa Road,880.0,2,2,50.0
6006,Jalahalli,1083.0,2,2,32.49
6007,Dodda Nekkundi,1435.0,3,3,57.2
6008,Doddakallasandra,1425.0,2,3,56.99
6009,Arekere,900.0,2,2,50.0
6011,Thanisandra,693.0,1,1,34.3
6014,Iblur Village,1920.0,3,3,150.0
6015,Electronic City,630.0,1,1,47.0
6016,Bisuvanahalli,1075.0,2,3,50.0
6018,Nagavarapalya,705.0,1,1,55.0
6019,other,1200.0,2,3,75.6
6020,Mahadevpura,1532.0,2,2,62.0
6021,Rajiv Nagar,1330.0,2,2,93.0
6023,Sarjapur  Road,1530.0,2,3,60.0
6024,Kasavanhalli,1105.0,2,2,42.0
6026,Harlur,1630.0,3,3,95.1
6027,5th Phase JP Nagar,1256.0,2,2,62.8
6029,Brookefield,1595.0,2,3,75.0
6030,7th Phase JP Nagar,1000.0,2,2,53.0
6031,Poorna Pragna Layout,1475.0,2,3,58.99
6033,Electronic City Phase II,1000.0,2,2,28.88
6035,Uttarahalli,1737.0,2,3,95.0
6036,Electronic City Phase II,1000.0,2,2,28.88
6037,other,2100.0,4,4,150.0
6039,Mysore Road,883.0,2,2,50.0
6040,Haralur Road,1243.0,2,2,46.0
6041,BTM Layout,1776.0,2,3,75.0
6042,Anjanapura,1347.0,2,3,37.72
6043,Whitefield,1330.0,2,3,55.0
6046,Harlur,1459.0,3,3,135.0
6049,Gubbalala,1008.0,2,2,32.25
6050,other,1200.0,2,2,52.5
6053,Electronic City,660.0,1,2,15.5
6056,Yelahanka,1405.0,2,2,50.58
6057,Yelahanka,602.0,1,1,26.0
6058,Marathahalli,1710.0,3,3,100.0
6059,JP Nagar,1500.0,2,3,82.0
6060,other,1539.0,3,3,60.0
6062,Judicial Layout,1100.0,2,3,53.0
6063,Raja Rajeshwari Nagar,1151.0,2,2,49.0
6064,other,920.0,2,2,46.0
6065,Kathriguppe,1350.0,3,3,78.3
6066,Bannerghatta Road,1200.0,2,2,65.0
6067,Thanisandra,1265.0,2,2,78.0
6069,Sarjapur  Road,1700.0,3,3,93.5
6070,Ramamurthy Nagar,1600.0,3,3,75.0
6071,other,1550.0,4,4,120.0
6072,R.T. Nagar,1560.0,3,3,125.0
6074,Haralur Road,1243.0,2,2,46.0
6076,Sarjapur  Road,1403.0,3,3,56.0
6077,Doddakallasandra,1010.0,2,2,40.39
6078,Tumkur Road,1416.0,3,3,94.0
6079,Kanakpura Road,1628.0,2,2,68.0
6081,7th Phase JP Nagar,1680.0,3,3,125.0
6082,Doddathoguru,1595.0,3,3,62.0
6083,Kanakpura Road,1507.0,2,3,95.0
6085,Hennur Road,1949.0,3,3,133.0
6087,Electronic City Phase II,1000.0,2,2,28.88
6088,other,905.0,2,2,50.0
6091,Kaikondrahalli,1605.0,3,3,105.0
6092,Bommanahalli,1290.0,2,2,73.0
6093,Yelahanka,1100.0,2,2,60.0
6095,Electronics City Phase 1,995.0,2,2,49.8
6098,Gottigere,1425.0,2,3,47.0
6099,other,1455.0,2,3,55.0
6100,other,550.0,1,1,23.0
6101,Uttarahalli,1385.0,2,3,48.48
6104,other,1060.0,2,2,53.0
6105,other,1080.0,2,3,75.0
6106,HBR Layout,1783.0,3,3,125.0
6107,Haralur Road,1520.0,2,3,90.0
6108,Sarjapur  Road,1060.0,2,2,55.0
6109,Raja Rajeshwari Nagar,1267.0,2,2,54.35
6110,Whitefield,1155.0,2,2,55.0
6112,Bannerghatta Road,1240.0,2,2,65.0
6113,other,1570.0,3,3,78.0
6114,NGR Layout,1019.0,2,2,45.9
6115,Whitefield,1355.0,3,2,76.0
6116,other,1537.0,3,3,110.0
6118,Raja Rajeshwari Nagar,1550.0,3,3,52.45
6119,Raja Rajeshwari Nagar,1100.0,2,2,50.0
6120,other,1750.0,3,3,150.0
6121,9th Phase JP Nagar,1466.0,2,2,71.0
6122,Rachenahalli,1550.0,3,3,72.5
6123,Akshaya Nagar,2300.0,4,3,102.0
6124,Kengeri,540.0,1,1,22.5
6127,other,1020.0,2,2,48.0
6129,Hebbal,1987.0,4,3,165.0
6130,Hoodi,1305.0,2,2,75.0
6131,Sarjapur,2100.0,3,4,125.0
6132,Electronic City,1125.0,2,2,32.5
6133,Horamavu Banaswadi,1225.0,2,2,49.5
6134,Hennur,1255.0,2,2,55.5
6135,other,1191.0,2,2,90.0
6137,Electronic City,1165.0,2,2,33.64
6138,other,865.0,2,2,35.11
6139,Nagarbhavi,1850.0,2,3,88.0
6140,Marsur,497.0,1,2,17.0
6141,Hennur Road,1232.0,2,2,89.0
6142,Thanisandra,1732.0,3,3,85.73
6143,Yelahanka,1614.0,2,3,100.0
6144,Magadi Road,600.0,1,2,22.0
6145,Thigalarapalya,2072.0,4,3,155.0
6146,Electronic City,919.0,2,2,34.0
6147,other,2100.0,4,4,90.0
6148,Shampura,672.0,3,4,54.0
6152,other,1000.0,2,2,42.0
6153,Whitefield,1216.0,2,2,75.0
6154,Lingadheeranahalli,2245.0,4,4,154.0
6155,Bannerghatta Road,1476.0,3,3,125.0
6156,Ambedkar Nagar,1852.0,3,3,130.0
6157,other,1225.0,2,2,47.0
6158,Panathur,1597.0,3,3,67.12
6160,Marathahalli,1152.0,2,2,90.0
6161,Harlur,1762.0,3,3,133.0
6162,Kammasandra,1400.0,3,3,92.0
6163,Rachenahalli,1530.0,2,3,74.4
6165,Raja Rajeshwari Nagar,1185.0,2,2,40.17
6166,Yelahanka,1890.0,3,3,108.0
6167,Varthur Road,1247.0,2,3,58.0
6170,Bellandur,1201.0,2,2,59.99
6171,Gunjur Palya,830.0,2,2,40.0
6172,Electronic City Phase II,1165.0,2,2,30.29
6173,Bommanahalli,1100.0,1,2,55.0
6174,9th Phase JP Nagar,1890.0,2,3,93.0
6175,other,1685.0,3,3,60.0
6177,Battarahalli,1165.0,2,2,43.0
6178,other,827.0,2,2,45.0
6181,Electronics City Phase 1,635.0,1,1,26.0
6183,other,1050.0,2,2,50.0
6185,Jakkur,1819.18,3,3,168.0
6186,Kanakapura,1500.0,3,3,125.0
6187,Yelenahalli,1500.0,2,3,57.0
6189,Raja Rajeshwari Nagar,1751.0,3,3,72.0
6191,Bommasandra,1020.0,2,2,40.89
6192,Thanisandra,1148.0,2,2,43.5
6193,Talaghattapura,1856.0,3,3,135.0
6196,other,1060.0,2,2,49.27
6197,Haralur Road,1300.0,2,2,60.0
6199,Bellandur,1325.0,2,2,65.0
6200,other,1261.0,2,2,61.0
6201,other,1100.0,2,2,46.0
6202,Ramamurthy Nagar,700.0,2,2,33.0
6203,7th Phase JP Nagar,1675.0,2,3,135.0
6206,other,1180.0,2,2,56.0
6207,Uttarahalli,1160.0,2,2,45.0
6208,Kasavanhalli,1863.0,3,4,105.0
6209,Sahakara Nagar,1914.0,3,3,149.0
6210,BTM Layout,1458.0,3,3,79.0
6212,Babusapalaya,1105.0,2,2,40.0
6215,Akshaya Nagar,1662.0,3,3,90.0
6216,Yelahanka,1556.0,3,3,86.0
6217,Jigani,918.0,2,2,50.0
6218,Sarjapur  Road,1455.0,2,3,98.0
6219,other,1205.0,2,2,70.0
6220,BEML Layout,1194.0,2,2,65.0
6221,Laggere,1200.0,2,2,75.0
6222,Bannerghatta Road,1100.0,2,3,52.0
6223,Sarjapur  Road,1405.0,3,3,48.87
6224,Subramanyapura,929.0,2,2,56.0
6226,7th Phase JP Nagar,1035.0,2,2,39.33
6227,8th Phase JP Nagar,2100.0,4,4,92.0
6228,Channasandra,1065.0,2,2,40.47
6229,Bannerghatta Road,1532.5,3,3,84.29
6232,Hormavu,1093.0,2,2,32.78
6233,Anandapura,1250.0,2,2,45.0
6234,Marathahalli,1680.0,3,3,105.0
6235,Nagarbhavi,1146.0,2,2,50.0
6236,other,1250.0,2,2,58.0
6237,Ramagondanahalli,1451.0,3,3,60.44
6238,other,1424.0,2,3,55.0
6239,Gottigere,1435.0,2,3,62.0
6240,Devanahalli,658.0,1,1,26.91
6241,Bommanahalli,1300.0,3,3,45.0
6242,Whitefield,1242.0,2,2,65.0
6243,Marathahalli,1910.0,3,3,119.0
6244,Yelahanka,1610.0,4,3,85.0
6245,Hulimavu,1127.0,2,2,65.0
6246,Yelahanka,1075.0,2,3,42.0
6247,Mysore Road,1155.0,2,2,51.0
6249,other,1250.0,3,3,55.0
6250,other,2200.0,4,3,160.0
6252,Chandapura,876.0,2,2,29.5
6253,Nagarbhavi,1850.0,2,3,89.0
6254,Kadugodi,1314.0,2,2,83.0
6255,Rachenahalli,690.0,1,1,39.8
6257,other,1230.0,2,2,55.0
6258,Bommasandra,920.0,2,2,37.2
6259,Sarjapur  Road,1850.0,3,3,140.0
6260,Electronic City,1073.0,2,2,60.0
6261,other,1540.0,3,3,76.0
6262,Kanakpura Road,1550.0,3,3,63.5
6263,Kalyan nagar,1198.0,2,2,65.0
6264,HBR Layout,1656.0,3,3,90.0
6265,other,1900.0,3,3,155.0
6266,Ramagondanahalli,1910.0,3,3,142.0
6267,Mysore Road,1003.0,2,2,43.0
6269,Whitefield,1495.0,2,3,67.0
6270,Thanisandra,2172.0,3,3,76.02
6272,other,1200.0,1,2,95.0
6273,Whitefield,1548.0,3,3,65.0
6276,Hosur Road,1689.0,3,3,103.0
6277,Electronic City Phase II,1031.0,2,2,53.0
6278,Bhoganhalli,2119.0,4,4,111.0
6279,Whitefield,1200.0,2,2,46.13
6280,other,1060.0,2,2,37.0
6281,other,1100.0,2,2,61.0
6284,Hennur Road,1250.0,2,3,77.88
6285,other,1100.0,2,2,110.0
6286,Whitefield,1200.0,2,2,46.13
6287,Seegehalli,1420.0,2,3,46.0
6288,Electronic City,1500.0,2,3,78.0
6289,other,1942.0,3,3,155.0
6290,Haralur Road,1985.0,3,3,130.0
6291,Sarjapur  Road,950.0,1,1,39.9
6292,other,1200.0,4,3,80.0
6293,Green Glen Layout,1752.0,3,3,105.0
6294,Abbigere,1200.0,3,4,120.0
6296,Old Madras Road,1480.0,2,3,84.0
6298,Sarjapur  Road,1826.0,3,3,130.0
6299,8th Phase JP Nagar,1035.0,2,2,39.33
6301,Kasavanhalli,1667.0,3,3,92.0
6302,Thanisandra,934.0,2,2,55.0
6304,Mahadevpura,1620.0,2,3,76.0
6305,Electronic City,1070.0,2,2,47.0
6307,Uttarahalli,1280.0,2,3,60.0
6308,other,1400.0,2,2,60.0
6310,other,1330.0,2,2,64.0
6311,Balagere,1012.0,2,2,54.59
6312,Electronic City Phase II,1611.0,2,3,48.33
6313,Whitefield,1405.0,3,3,58.0
6314,other,1515.0,3,3,90.0
6315,Thigalarapalya,1830.0,4,3,150.0
6316,Kaggadasapura,1710.0,3,3,60.0
6317,BTM Layout,935.0,2,2,51.5
6318,Jakkur,2197.0,3,3,136.0
6320,Yeshwanthpur,1678.0,3,3,92.13
6321,Brookefield,1410.0,2,3,80.0
6322,Jakkur,1125.0,2,2,65.0
6323,Magadi Road,1191.0,2,3,55.38
6324,Thubarahalli,1200.0,2,2,79.0
6325,CV Raman Nagar,1525.0,2,3,67.0
6326,other,1464.0,3,3,56.0
6327,Seegehalli,920.0,2,2,27.0
6328,Yelahanka,651.0,1,1,17.5
6329,Chikkabanavar,600.0,1,2,25.0
6330,Chandapura,645.0,1,1,16.45
6331,Thanisandra,1185.0,2,2,44.0
6332,Electronics City Phase 1,1190.0,2,2,68.0
6335,Whitefield,1355.0,2,2,73.0
6336,KR Puram,1200.0,1,2,65.0
6339,Yelahanka New Town,500.0,2,1,24.0
6340,Bommasandra Industrial Area,1250.0,3,3,50.0
6341,Uttarahalli,1480.0,2,3,58.0
6343,KR Puram,1583.0,2,3,70.445
6344,other,1206.0,2,2,53.0
6345,Rajaji Nagar,1357.0,2,2,130.0
6346,Hosakerehalli,925.0,2,2,46.5
6347,8th Phase JP Nagar,909.0,2,2,40.9
6349,Brookefield,1100.0,2,2,55.0
6351,Vidyaranyapura,1100.0,2,2,54.0
6352,Subramanyapura,975.0,2,2,65.0
6353,Raja Rajeshwari Nagar,1306.0,2,2,44.17
6354,other,1200.0,4,4,95.0
6355,Kalena Agrahara,610.0,1,1,39.0
6356,Yelahanka,1484.0,2,3,56.4
6357,Ramamurthy Nagar,1125.0,2,2,47.0
6358,Bhoganhalli,1447.0,2,2,75.97
6361,Kundalahalli,2075.0,3,3,115.0
6362,other,1250.0,2,2,58.0
6363,Horamavu Banaswadi,1272.0,2,2,51.5
6365,other,625.0,2,2,24.0
6366,1st Phase JP Nagar,840.0,2,1,50.0
6368,Rayasandra,583.0,1,1,26.9
6369,Gunjur Palya,900.0,2,2,27.0
6370,Sarjapur  Road,1115.0,2,2,50.0
6371,other,1464.0,2,2,56.0
6372,Kanakapura,2200.0,3,3,121.0
6373,Whitefield,750.0,1,1,51.0
6374,Marathahalli,1600.0,3,3,58.0
6375,Chikkalasandra,1365.0,2,3,49.0
6376,other,1300.0,3,3,64.0
6377,other,1200.0,1,1,69.0
6378,Hormavu,1260.0,2,2,35.0
6379,Electronics City Phase 1,1190.0,2,2,33.92
6381,Vishwapriya Layout,1250.0,3,3,38.0
6382,Kaggadasapura,1500.0,3,3,75.0
6383,Banashankari Stage V,1510.0,3,3,47.57
6384,7th Phase JP Nagar,1187.0,2,2,59.0
6385,Kundalahalli,1120.0,2,2,53.76
6386,Whitefield,1115.0,2,2,34.555
6387,Dodsworth Layout,1717.0,3,3,99.0
6388,other,2099.0,3,3,95.0
6389,Kasturi Nagar,1100.0,2,2,58.0
6390,other,1200.0,1,1,48.0
6391,Bannerghatta Road,1465.0,2,3,45.87
6392,Kothanur,1500.0,1,1,75.0
6394,Haralur Road,1255.0,2,3,90.0
6395,5th Phase JP Nagar,1220.0,2,2,88.0
6396,Electronic City Phase II,1065.0,2,2,30.88
6397,Sultan Palaya,1765.0,3,3,80.0
6398,Bellandur,1281.0,2,2,87.0
6399,Electronic City,1210.0,2,2,25.0
6400,Kaggadasapura,1215.0,2,2,43.0
6401,Ananth Nagar,1200.0,3,4,87.0
6402,Mysore Road,1237.0,2,2,73.0
6403,Lakshminarayana Pura,1300.0,2,2,70.0
6404,Whitefield,1105.0,2,2,39.99
6405,Chandapura,1505.0,2,3,42.0
6407,Banashankari,1186.0,2,2,65.0
6408,other,900.0,3,4,51.0
6409,Kengeri,750.0,2,2,35.5
6410,Varthur,1083.0,2,2,28.0
6411,other,1430.0,2,3,78.65
6412,Thanisandra,1056.0,2,2,68.0
6413,other,2108.0,3,3,85.0
6414,Banashankari,1650.0,3,3,101.0
6415,Electronic City Phase II,1220.0,3,3,36.6
6416,Rayasandra,1198.0,2,2,54.0
6417,other,1190.0,2,2,70.0
6418,other,900.0,2,2,41.0
6420,Kanakapura,1340.0,2,2,65.0
6423,Whitefield,2324.0,2,2,26.73
6424,Yelahanka,1260.0,2,2,59.2
6425,Talaghattapura,2254.0,3,3,153.0
6428,JP Nagar,820.0,2,2,45.0
6429,Electronic City,1296.0,2,2,65.0
6430,Uttarahalli,1190.0,2,2,53.55
6431,Whitefield,1173.0,2,2,77.0
6432,Sarjapura - Attibele Road,1800.0,3,3,90.0
6433,Yelahanka,1102.0,2,2,52.0
6434,Sarjapur,913.0,2,2,36.0
6435,Hormavu,1176.0,2,3,35.27
6436,Prithvi Layout,1620.0,3,3,65.0
6438,Yelahanka,1519.0,2,2,65.0
6439,Hosur Road,1345.0,2,2,106.0
6440,Dodsworth Layout,1594.0,3,3,99.0
6441,other,1250.0,2,2,68.0
6442,Haralur Road,1056.0,2,2,60.0
6443,Whitefield,1200.0,3,3,68.4
6444,other,1290.0,1,2,77.5
6445,other,1150.0,2,2,48.0
6446,other,1464.0,2,2,145.0
6447,Anekal,1200.0,2,4,36.0
6448,Gollarapalya Hosahalli,861.0,2,2,36.5
6449,Kundalahalli,1047.0,2,2,82.62
6450,other,1200.0,2,2,75.0
6452,other,1065.0,2,2,45.0
6454,Ramamurthy Nagar,1000.0,2,2,62.0
6455,Lingadheeranahalli,1682.0,3,3,113.0
6456,Harlur,1756.0,3,3,131.0
6458,other,1050.0,4,4,90.0
6459,Vittasandra,1238.0,2,2,67.32
6460,Dasanapura,814.0,2,2,42.0
6461,Dodda Nekkundi,1145.0,2,2,46.5
6462,Varthur,965.0,2,2,34.0
6463,other,750.0,2,2,36.0
6464,Banashankari,1300.0,2,3,55.0
6465,1st Phase JP Nagar,1590.0,3,3,131.0
6466,Begur Road,644.0,1,1,40.0
6467,Whitefield,982.0,2,2,37.0
6468,Indira Nagar,1260.0,2,2,100.0
6469,Rayasandra,1555.0,3,3,75.17
6471,Kaggadasapura,1225.0,2,2,48.0
6472,Electronics City Phase 1,1085.0,2,2,46.0
6474,Thanisandra,1595.0,3,3,110.0
6475,Raja Rajeshwari Nagar,1196.0,2,2,40.44
6476,Yelahanka,1859.0,3,3,108.0
6477,9th Phase JP Nagar,1079.0,2,2,60.0
6478,Shivaji Nagar,550.0,1,2,27.0
6479,Whitefield,1118.0,2,2,42.0
6480,CV Raman Nagar,1198.0,2,2,60.0
6481,Chandapura,1162.5,2,3,30.215
6482,Thigalarapalya,1830.0,4,3,135.0
6483,Banashankari Stage VI,1160.0,2,2,59.0
6485,other,2070.0,3,3,135.0
6487,Kannamangala,957.0,2,2,52.5
6489,Bannerghatta Road,1268.0,2,2,69.0
6490,Bannerghatta Road,1450.0,2,3,87.0
6491,other,1600.0,2,3,75.0
6492,Uttarahalli,1330.0,2,3,57.0
6493,Jakkur,1355.0,2,3,65.0
6494,Horamavu Banaswadi,1272.0,2,2,51.5
6495,other,1100.0,2,2,38.49
6496,Sarjapur  Road,1220.0,3,3,58.0
6497,Chikkalasandra,1075.0,2,2,46.76
6498,other,800.0,2,2,55.0
6499,Vasanthapura,995.0,2,2,34.82
6500,other,900.0,1,2,44.0
6501,Haralur Road,1140.0,2,2,42.0
6502,Ganga Nagar,1480.0,2,3,125.0
6503,Padmanabhanagar,1710.0,2,3,90.63
6504,Talaghattapura,2106.0,3,3,148.0
6508,Marathahalli,1602.0,2,2,104.0
6509,Sarjapur  Road,1660.0,2,3,116.0
6510,Electronic City Phase II,1549.0,3,3,80.0
6511,Marathahalli,700.0,1,1,38.0
6512,Balagere,1012.0,2,2,64.0
6513,Marathahalli,1469.0,3,3,89.0
6514,Whitefield,1216.0,2,2,69.0
6515,Electronic City Phase II,1065.0,2,2,56.13
6516,Thanisandra,1411.0,3,3,93.15
6517,Pai Layout,1400.0,2,2,57.5
6518,Hoskote,1250.0,3,3,29.0
6519,Haralur Road,1245.0,2,2,62.0
6520,Choodasandra,1115.0,2,2,50.0
6521,Vidyaranyapura,1000.0,2,2,35.0
6522,Panathur,1580.0,3,3,71.89
6523,Subramanyapura,1800.0,3,3,90.0
6524,other,1500.0,2,2,130.0
6525,Chandapura,645.0,1,1,16.45
6526,Kothannur,1275.0,3,3,44.0
6527,Kasavanhalli,1494.0,3,3,82.0
6528,Bhoganhalli,1949.0,3,3,129.0
6529,BTM Layout,1020.0,2,2,46.5
6530,Mysore Road,883.0,2,2,45.0
6534,other,2010.0,3,3,125.0
6535,Yeshwanthpur,1240.0,2,2,80.0
6536,6th Phase JP Nagar,1213.0,2,2,63.0
6537,Hegde Nagar,1835.0,3,3,88.0
6541,Gottigere,945.0,2,2,45.0
6542,other,1504.0,2,3,100.0
6543,Lakshminarayana Pura,1569.0,3,3,150.0
6544,Harlur,1755.0,3,3,130.0
6545,Vijayanagar,1760.0,3,3,140.0
6546,Hoodi,1240.0,2,2,43.94
6547,Electronics City Phase 1,1450.0,3,3,72.54
6548,5th Phase JP Nagar,1000.0,2,2,48.0
6551,Choodasandra,1215.0,2,2,59.0
6553,Yelachenahalli,1330.0,3,3,73.5
6554,Raja Rajeshwari Nagar,1178.0,2,2,75.0
6556,other,2040.0,2,2,59.0
6557,Bellandur,2000.0,3,3,85.0
6560,Parappana Agrahara,1194.0,2,2,46.0
6563,Sarjapur  Road,1700.0,3,3,108.0
6564,Jigani,1200.0,3,3,65.0
6565,other,1500.0,3,3,72.0
6568,Kanakpura Road,1737.0,3,3,85.0
6569,TC Palaya,900.0,2,2,55.0
6570,other,1280.0,2,3,48.0
6571,CV Raman Nagar,1560.0,2,2,85.0
6572,Kambipura,883.0,2,2,44.0
6573,Kengeri Satellite Town,750.0,2,2,33.0
6575,other,900.0,2,2,45.0
6576,Hormavu,1030.0,2,2,49.35
6577,7th Phase JP Nagar,1850.0,3,3,155.0
6578,Hennur Road,1831.0,3,3,110.0
6579,other,1095.0,2,2,38.33
6580,Electronic City Phase II,1320.0,2,3,38.13
6581,Sarjapur  Road,1272.5,2,3,40.72
6582,7th Phase JP Nagar,1000.0,2,2,61.0
6583,Budigere,1820.0,3,3,85.4
6584,Bisuvanahalli,1075.0,2,3,41.0
6585,TC Palaya,1500.0,3,3,83.0
6586,Electronics City Phase 1,360.0,1,1,16.9
6587,Kadugodi,925.0,1,1,40.7
6588,Electronic City,1140.0,2,2,70.93
6589,other,1145.0,2,2,58.4
6590,other,1862.0,3,3,120.0
6591,Devarachikkanahalli,947.0,2,2,43.0
6594,Kalena Agrahara,1120.0,2,2,40.0
6596,Kaggadasapura,1805.0,2,3,75.0
6597,Basavangudi,1100.0,2,2,93.0
6598,Bommenahalli,1355.0,3,4,135.0
6599,other,1677.0,3,3,98.0
6601,Uttarahalli,1560.0,3,3,74.0
6602,Arekere,2060.0,3,3,150.0
6603,Koramangala,1716.0,2,3,115.0
6604,Harlur,1864.0,3,3,140.0
6605,Electronics City Phase 1,638.0,1,1,32.0
6608,Chandapura,937.0,2,2,30.0
6609,other,1490.0,2,3,115.0
6612,Whitefield,1100.0,2,2,37.0
6613,Thigalarapalya,1000.0,2,2,48.53
6614,Horamavu Agara,1060.0,2,2,37.0
6615,Kundalahalli,1047.0,2,2,91.0
6616,Basaveshwara Nagar,1200.0,2,2,80.0
6617,Akshaya Nagar,1420.0,2,3,75.0
6618,Sarjapur  Road,1539.0,3,3,85.0
6619,other,1550.0,3,3,59.0
6620,Kasavanhalli,1555.0,3,3,82.0
6622,Seegehalli,1553.0,3,3,68.0
6623,Electronic City Phase II,920.0,2,2,26.0
6624,other,1740.0,3,3,120.0
6625,OMBR Layout,1855.0,3,3,145.0
6626,Kundalahalli,1724.0,3,3,146.0
6627,other,1020.0,2,2,60.0
6629,Uttarahalli,1250.0,2,3,50.0
6630,Sanjay nagar,1450.0,3,3,75.0
6631,Thubarahalli,1200.0,2,2,80.0
6632,Haralur Road,1140.0,2,2,58.0
6634,other,550.0,1,1,16.0
6635,Bannerghatta Road,1450.0,3,3,44.0
6636,Jigani,1500.0,2,2,25.49
6637,Kanakpura Road,700.0,2,2,35.07
6638,Whitefield,1200.0,3,3,56.0
6639,Yelahanka,1050.0,2,2,45.0
6640,Somasundara Palya,1600.0,3,3,69.0
6641,Bannerghatta Road,1625.0,2,3,75.0
6642,other,1492.0,2,2,65.0
6644,Sarjapur  Road,1489.0,2,3,82.0
6645,Kanakapura,1560.0,2,3,62.38
6646,Haralur Road,1140.0,2,2,42.0
6647,other,1431.0,3,3,65.0
6648,Lingadheeranahalli,1682.0,3,3,114.0
6649,Panathur,1198.0,2,2,86.26
6651,Sarjapur  Road,1550.0,2,3,69.75
6652,Kodichikkanahalli,1026.0,2,2,45.0
6653,Hennur,1260.0,2,3,52.0
6654,other,690.0,2,2,42.0
6655,Sarjapur  Road,539.0,1,1,45.0
6656,Sarakki Nagar,1200.0,4,4,85.0
6658,Thubarahalli,1200.0,2,2,79.55
6660,Sarjapur  Road,1186.0,2,3,40.0
6661,Thanisandra,1039.0,2,2,39.5
6665,Brookefield,1225.0,2,2,66.5
6666,Bommanahalli,1350.0,2,2,72.0
6668,Whitefield,1550.0,2,3,49.6
6669,Hoodi,1490.0,3,3,79.0
6670,other,1520.0,3,3,111.0
6672,other,1391.0,2,3,64.5
6673,Rachenahalli,1200.0,2,2,50.0
6674,other,1200.0,4,4,86.0
6676,Yelahanka,1322.0,2,2,80.0
6677,Whitefield,2173.0,3,3,128.0
6678,Sarjapur  Road,1200.0,2,2,75.0
6679,Thubarahalli,1200.0,2,2,47.0
6680,Mysore Road,1170.0,2,2,65.0
6681,NRI Layout,1125.0,2,2,45.56
6682,Devanahalli,698.5,1,1,28.57
6683,other,1250.0,2,2,90.0
6684,Chandapura,1025.0,2,2,27.68
6685,Yelahanka,1075.0,2,3,36.0
6686,other,1900.0,2,3,190.0
6687,Whitefield,1435.0,3,3,45.0
6688,Electronics City Phase 1,1175.0,2,2,64.98
6689,other,1464.0,3,3,56.0
6690,other,900.0,2,2,33.0
6691,Electronics City Phase 1,585.0,1,1,21.0
6694,Thanisandra,1220.0,2,2,42.0
6696,Sarjapur  Road,2145.0,3,3,180.0
6697,Bannerghatta Road,960.0,2,2,58.0
6698,NGR Layout,907.0,1,1,38.0
6699,Old Madras Road,1210.0,2,2,74.0
6701,other,1230.0,2,2,70.0
6702,5th Phase JP Nagar,1350.0,2,3,75.0
6703,Kenchenahalli,1150.0,2,2,58.0
6704,Sarjapur,1404.0,2,3,53.35
6705,OMBR Layout,1050.0,2,2,48.0
6707,Yelahanka,1285.0,2,2,56.0
6708,Hormavu,1018.0,2,2,50.8
6709,Hoskote,1200.0,3,3,57.0
6710,Sarjapur  Road,1115.0,2,2,50.0
6711,other,1600.0,3,3,95.0
6712,9th Phase JP Nagar,1480.0,2,2,80.0
6714,Kaval Byrasandra,480.0,1,1,25.0
6715,Akshaya Nagar,1435.0,3,3,53.0
6717,other,600.0,2,1,23.0
6718,CV Raman Nagar,1590.0,2,3,85.0
6719,Hoskote,1730.0,2,2,28.545
6720,Nagavara,936.0,2,2,40.2
6721,Banashankari,1181.0,2,2,75.0
6722,Kengeri,1741.0,3,3,80.0
6723,JP Nagar,1750.0,3,3,123.0
6724,Varthur Road,1050.0,2,2,42.7
6725,Tumkur Road,1027.0,2,2,60.0
6726,other,596.0,2,2,22.0
6728,Sector 2 HSR Layout,1600.0,3,3,70.0
6730,Sahakara Nagar,1000.0,2,2,60.0
6731,Varthur,1120.0,2,2,44.24
6732,other,1200.0,2,2,85.0
6733,other,1200.0,2,2,35.0
6734,Kasturi Nagar,1570.0,3,3,110.0
6735,Koramangala,1500.0,3,3,135.0
6737,Electronic City Phase II,1140.0,2,2,33.84
6738,Banashankari,1105.0,2,2,90.0
6739,Electronic City,1200.0,2,2,34.65
6740,Whitefield,905.0,1,1,62.0
6742,Kudlu Gate,1185.0,2,2,50.0
6743,Koramangala,1083.0,2,2,100.0
6744,Rayasandra,1458.0,3,3,60.0
6745,Hormavu,1555.0,3,3,75.0
6746,other,1200.0,2,2,45.0
6747,Sarjapur  Road,1308.0,2,2,58.86
6748,Kudlu,1024.0,2,2,44.0
6749,Parappana Agrahara,1194.0,2,2,47.0
6750,Kanakapura,1450.0,3,3,75.0
6751,Seegehalli,1639.0,3,3,120.0
6752,Whitefield,1870.0,3,3,138.0
6753,Hennur Road,1232.0,2,2,87.0
6755,Chandapura,975.0,2,2,24.86
6756,other,2000.0,4,3,130.0
6757,Jakkur,1230.0,2,2,79.0
6759,KR Puram,1076.0,2,2,67.0
6761,other,995.0,2,3,34.82
6762,Kodigehaali,2120.0,3,3,177.0
6765,Electronic City,1096.0,2,2,40.55
6766,Horamavu Agara,1107.83,2,2,41.51
6768,Sarjapur  Road,1320.0,2,2,115.0
6769,8th Phase JP Nagar,1431.5,3,3,72.02
6770,Whitefield,1320.0,2,2,99.26
6772,GM Palaya,1315.0,2,3,65.0
6773,other,1000.0,2,2,44.0
6774,Hosakerehalli,1596.0,3,3,79.8
6775,Bannerghatta Road,1750.0,3,3,130.0
6777,Old Madras Road,1350.0,3,3,47.25
6779,other,1175.0,2,2,79.0
6780,Talaghattapura,921.0,2,2,29.47
